movieId,Action,Adventure,Animation,Children,Comedy,Crime,Documentary,Drama,Fantasy,Film-Noir,Horror,IMAX,Musical,Mystery,Romance,Sci-Fi,Thriller,War,Western,imdbRating,imdbVotes,runtime,year
0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1.5289284804455414,5.144228634267825,-0.8761218789966126,0.1589047231113472
1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.17489698104431886,1.394602446681452,-0.05895126944443847,0.1589047231113472
2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-0.11525262597022945,-0.3182065859192955,-0.16553874025559162,0.1589047231113472
3,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,-1.0824179826853881,-0.42688905513489317,0.6516318692965826,0.1589047231113472
4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.7922683756708399,-0.24842300660620284,0.012107044429663628,0.1589047231113472
5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1.432211944774024,3.4716335446824065,2.285973088400931,0.1589047231113472
6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-0.5021187686562925,-0.21837690178929978,0.7582193401077356,0.1589047231113472
7,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.0824179826853881,-0.42675564394953425,-0.30765536800379584,0.1589047231113472
8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.9857014470138717,-0.25757120217367097,0.18975282911491886,0.1589047231113472
9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.4650465880588663,1.3595438930432069,0.8648068109188888,0.1589047231113472
10,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.07818044537280246,-0.09552425881450934,0.296340299926072,0.1589047231113472
11,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-0.8889849113423562,-0.21618514660126056,-0.6274177804372553,0.1589047231113472
12,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3683300523873499,-0.21660443889810285,-0.9827093498077658,0.1589047231113472
13,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.3683300523873499,-0.2715793766363565,3.067614541016054,0.1589047231113472
14,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-1.0824179826853881,-0.30003407659933545,0.6516318692965826,0.1589047231113472
15,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1.432211944774024,2.5549271725998053,2.5702063438973393,0.1589047231113472
16,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.9486292664164456,0.2294177418678813,1.0779817525411952,0.1589047231113472
17,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.018536090298713063,0.22817892371811999,-0.2721262110667448,0.1589047231113472
18,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.4054022329847769,0.9833624678126122,-0.5563594665631532,0.1589047231113472
19,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,-1.0824179826853881,-0.19553500098177787,0.15422367217786784,0.1589047231113472
20,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0.17489698104431886,0.09132763565102676,-0.023422112507387422,0.1589047231113472
21,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,-0.11525262597022945,-0.1016992908225503,0.6161027123595315,0.1589047231113472
22,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,-0.4054022329847769,0.0856576602732731,0.9358651247929909,0.1589047231113472
23,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,-0.21196916164174498,-0.2696067969671212,0.18975282911491886,0.1589047231113472
24,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.8519127307449292,0.37604616394770607,0.18975282911491886,0.1589047231113472
25,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.2716135167158344,-0.426593644653027,0.6161027123595315,0.1589047231113472
26,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.018536090298713063,-0.2954599788156014,-0.20106789719264268,0.1589047231113472
27,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.9486292664164456,-0.4121375897823509,0.047636201366714676,0.1589047231113472
28,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0.9486292664164456,0.023659576562911108,0.22528198605196992,0.1589047231113472
29,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.4650465880588663,-0.45614422221002554,0.08316535830376573,0.1589047231113472
30,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.3086856973132605,-0.1425802897646734,-0.23659705412969373,0.1589047231113472
31,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1.3354954091025086,3.7619267546530115,0.8292776539818377,0.1589047231113472
32,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.07818044537280246,0.37986744147120055,-0.5208303096261021,0.1589047231113472
