userId,rating,movieId
0,2.5,30
0,3.0,833
0,3.0,859
0,2.0,906
0,4.0,931
0,2.0,1017
0,2.0,1041
0,2.0,1047
0,3.5,1083
0,2.0,1087
0,2.5,1111
0,1.0,1140
0,4.0,1515
0,4.0,1665
0,3.0,1708
0,2.0,1743
0,2.0,1815
0,2.5,1962
0,1.0,2380
0,3.0,2925
1,4.0,9
1,5.0,16
1,5.0,37
1,4.0,45
1,4.0,48
1,3.0,49
1,3.0,58
1,4.0,100
1,3.0,123
1,5.0,129
1,4.0,132
1,3.0,140
1,3.0,144
1,3.0,147
1,3.0,163
1,3.0,164
1,3.0,184
1,5.0,195
1,1.0,196
1,3.0,198
1,3.0,207
1,3.0,220
1,4.0,225
1,4.0,233
1,5.0,237
1,5.0,238
1,3.0,244
1,4.0,245
1,3.0,262
1,4.0,266
1,3.0,268
1,4.0,280
1,2.0,283
1,1.0,285
1,3.0,304
1,4.0,314
1,4.0,315
1,3.0,321
1,3.0,322
1,3.0,328
1,3.0,331
1,2.0,334
1,3.0,335
1,3.0,336
1,3.0,341
1,3.0,346
1,2.0,357
1,3.0,361
1,4.0,403
1,3.0,406
1,4.0,416
1,2.0,422
1,4.0,427
1,3.0,432
1,3.0,444
1,4.0,447
1,4.0,454
1,4.0,455
1,4.0,461
1,4.0,472
1,4.0,481
1,3.0,483
1,3.0,493
1,5.0,494
1,3.0,495
1,5.0,518
1,3.0,519
1,3.0,520
1,3.0,521
1,5.0,522
1,5.0,523
1,5.0,524
1,3.0,525
1,3.0,543
1,4.0,567
1,4.0,607
2,3.0,56
2,4.0,100
2,3.5,219
2,3.0,239
2,4.5,266
2,5.0,284
2,2.5,320
2,5.0,321
2,2.5,341
2,3.0,472
2,3.0,521
2,3.0,524
2,3.0,525
2,2.0,527
2,3.5,617
2,4.0,642
2,3.0,699
2,5.0,954
2,3.0,966
2,4.0,990
2,3.0,1025
2,4.0,1118
2,3.5,1253
2,4.5,1359
2,4.0,1455
2,4.0,1590
2,4.0,1834
2,3.0,2010
2,3.0,2156
2,3.5,2162
2,3.0,2173
2,3.5,2212
2,4.0,2273
2,4.0,2288
2,5.0,2374
2,3.0,2599
2,4.0,2804
2,5.0,3157
2,3.0,4085
2,3.5,4259
2,3.0,4610
2,2.5,5026
2,3.0,5127
2,3.5,5480
2,3.0,5485
2,3.5,5904
2,3.5,6383
2,4.5,6557
2,4.5,6601
2,3.0,6916
2,4.0,7733
3,4.0,9
3,5.0,32
3,5.0,102
3,5.0,122
3,4.0,132
3,3.0,152
3,3.0,163
3,5.0,232
3,4.0,259
3,5.0,266
3,3.0,294
3,5.0,314
3,5.0,321
3,5.0,322
3,5.0,328
3,4.0,331
3,3.0,344
3,3.0,361
3,3.0,380
3,4.0,383
3,1.0,384
3,4.0,389
3,4.0,391
3,4.0,412
3,5.0,427
3,5.0,485
3,5.0,521
3,5.0,522
3,3.0,523
3,5.0,526
3,5.0,528
3,4.0,537
3,5.0,543
3,5.0,695
3,5.0,724
3,4.0,731
3,5.0,734
3,5.0,740
3,4.0,815
3,4.0,820
3,5.0,826
3,5.0,832
3,5.0,834
3,5.0,835
3,5.0,836
3,5.0,837
3,5.0,840
3,5.0,866
3,5.0,870
3,5.0,880
3,5.0,888
3,5.0,902
3,5.0,904
3,5.0,912
3,5.0,952
3,5.0,953
3,5.0,954
3,5.0,955
3,5.0,957
3,5.0,962
3,5.0,964
3,5.0,966
3,5.0,969
3,5.0,970
3,5.0,975
3,5.0,976
3,5.0,978
3,5.0,981
3,5.0,985
3,5.0,994
3,5.0,997
3,5.0,1011
3,5.0,1012
3,4.0,1013
3,5.0,1019
3,5.0,1024
3,5.0,1032
3,5.0,1036
3,4.0,1039
3,5.0,1042
3,5.0,1045
3,4.0,1051
3,4.0,1060
3,4.0,1077
3,5.0,1079
3,5.0,1088
3,4.0,1100
3,4.0,1111
3,3.0,1112
3,4.0,1114
3,3.0,1116
3,3.0,1117
3,5.0,1120
3,5.0,1125
3,4.0,1126
3,5.0,1134
3,3.0,1234
3,5.0,1253
3,4.0,1322
3,5.0,1331
3,1.0,1406
3,5.0,1436
3,4.0,1480
3,2.0,1481
3,5.0,1515
3,5.0,1516
3,5.0,1523
3,3.0,1529
3,5.0,1530
3,5.0,1556
3,5.0,1562
3,3.0,1564
3,2.0,1565
3,5.0,1567
3,4.0,1576
3,5.0,1580
3,4.0,1582
3,4.0,1583
3,4.0,1594
3,4.0,1595
3,5.0,1607
3,3.0,1615
3,5.0,1624
3,5.0,1638
3,5.0,1640
3,4.0,1641
3,5.0,1645
3,5.0,1646
3,5.0,1647
3,5.0,1651
3,4.0,1654
3,5.0,1656
3,5.0,1660
3,5.0,1662
3,4.0,1665
3,5.0,1669
3,3.0,1670
3,5.0,1674
3,5.0,1675
3,4.0,1684
3,5.0,1698
3,4.0,1699
3,4.0,1701
3,5.0,1702
3,5.0,1716
3,5.0,1728
3,3.0,1743
3,5.0,1744
3,4.0,1776
3,3.0,1789
3,5.0,1794
3,5.0,1811
3,4.0,1859
3,4.0,1881
3,4.0,1913
3,5.0,1916
3,4.0,1919
3,5.0,1961
3,5.0,1973
3,4.0,2044
3,1.0,2093
3,5.0,2103
3,5.0,2114
3,3.0,2130
3,4.0,2147
3,4.0,2159
3,5.0,2173
3,5.0,2180
3,4.0,2191
3,1.0,2218
3,5.0,2232
3,5.0,2235
3,4.0,2239
3,5.0,2241
3,5.0,2248
3,3.0,2261
3,3.0,2296
3,5.0,2301
3,5.0,2305
3,2.0,2328
3,1.0,2329
3,4.0,2338
3,5.0,2340
3,5.0,2380
3,3.0,2397
3,5.0,2398
3,5.0,2402
3,3.0,2422
3,5.0,2437
3,4.0,2442
3,5.0,2443
3,5.0,2458
3,4.0,2468
3,4.0,2493
3,4.0,2496
3,5.0,2500
3,4.0,2548
3,2.0,2580
3,4.0,2581
3,5.0,2607
3,4.0,2611
3,3.0,2619
3,5.0,2621
3,2.0,3208
4,4.0,2
4,4.0,37
4,4.0,96
4,4.0,122
4,4.0,129
4,3.5,203
4,4.5,249
4,3.5,309
4,4.0,321
4,4.0,328
4,4.0,331
4,4.0,341
4,4.0,389
4,4.5,447
4,4.0,519
4,3.5,521
4,4.0,527
4,5.0,529
4,3.5,652
4,2.5,695
4,3.5,724
4,4.0,740
4,4.0,826
4,5.0,839
4,3.0,951
4,2.5,977
4,4.0,1001
4,4.0,1060
4,5.0,1120
4,3.5,1131
4,4.5,1199
4,3.5,1234
4,4.0,1336
4,4.0,1359
4,4.0,1390
4,4.5,1393
4,4.5,1486
4,4.0,1523
4,4.0,1530
4,3.5,1559
4,1.5,1585
4,5.0,1641
4,4.0,1798
4,4.0,1815
4,3.5,1866
4,4.0,1934
4,3.5,2004
4,4.0,2147
4,4.5,2156
4,4.0,2164
4,3.5,2212
4,3.5,2218
4,3.5,2340
4,3.5,2407
4,3.5,2506
4,3.5,2553
4,4.0,2719
4,3.5,3002
4,4.5,3113
4,3.5,3156
4,4.0,3215
4,4.0,3219
4,3.5,3223
4,4.5,3226
4,3.5,3419
4,3.5,3420
4,4.5,3511
4,3.5,3698
4,3.0,3847
4,4.5,3873
4,3.5,4034
4,4.5,4055
4,4.5,4085
4,4.0,4151
4,3.5,4259
4,4.5,4266
4,3.0,4325
4,4.0,4422
4,3.5,4517
4,4.0,4608
4,4.0,4610
4,4.0,4671
4,2.5,4767
4,4.0,4884
4,4.0,5405
4,4.0,5423
4,3.5,5480
4,4.5,5485
4,4.0,5491
4,4.5,5983
4,4.5,5987
4,3.5,5989
4,5.0,6132
4,4.0,6152
4,4.5,6178
4,4.0,6207
4,4.5,6296
4,4.0,6307
4,4.0,6308
4,4.5,6535
5,4.0,101
5,2.0,137
5,2.0,152
5,5.0,263
5,4.0,528
5,4.0,724
5,5.0,961
5,4.5,1004
5,4.5,1013
5,4.5,1030
5,4.5,1039
5,2.0,1102
5,2.0,1303
5,2.0,1340
5,2.0,1374
5,0.5,1449
5,3.0,1473
5,3.0,1563
5,4.0,1581
5,4.0,1632
5,4.0,1728
5,3.5,2004
5,3.0,2025
5,4.0,2026
5,1.0,2062
5,2.0,2129
5,4.0,2154
5,3.0,2180
5,4.5,2211
5,3.0,2318
5,1.0,2453
5,4.0,2506
5,3.5,2645
5,1.5,3000
5,1.5,3644
5,1.5,3858
5,5.0,4395
5,3.0,4991
5,5.0,5026
5,4.0,5127
5,3.5,5399
5,4.0,5485
5,3.0,5538
5,4.5,5584
6,3.0,0
6,3.0,9
6,3.0,20
6,3.0,30
6,4.0,32
6,4.0,38
6,3.0,96
6,5.0,100
6,4.0,102
6,4.0,122
6,4.0,130
6,2.0,174
6,3.0,183
6,5.0,232
6,3.0,244
6,2.0,282
6,5.0,284
6,3.0,294
6,3.0,298
6,3.0,310
6,3.0,320
6,3.0,321
6,3.0,322
6,3.0,328
6,3.0,331
6,3.0,341
6,4.0,344
6,4.0,427
6,3.0,447
6,4.0,478
6,3.0,483
6,4.0,485
6,4.0,494
6,4.0,521
6,3.0,522
6,4.0,523
6,3.0,524
6,4.0,526
6,3.0,527
6,3.0,537
6,4.0,575
6,3.0,599
6,5.0,607
6,2.0,610
6,1.0,617
6,1.0,618
6,5.0,622
6,3.0,644
6,2.0,650
6,4.0,745
6,3.0,840
6,3.0,866
6,4.0,870
6,4.0,871
6,3.0,888
6,3.0,902
6,3.0,906
6,4.0,912
6,5.0,916
6,5.0,953
6,3.0,954
6,5.0,955
6,5.0,966
6,4.0,976
6,5.0,979
6,5.0,981
6,4.0,986
6,4.0,994
6,5.0,996
6,3.0,1024
6,4.0,1029
6,3.0,1032
6,4.0,1041
6,4.0,1042
6,3.0,1045
6,3.0,1051
6,4.0,1055
6,3.0,1060
6,3.0,1097
6,3.0,1111
6,3.0,1112
6,2.0,1113
6,4.0,1114
6,3.0,1115
6,3.0,1116
6,3.0,1132
6,5.0,1140
6,1.0,1143
7,5.0,31
7,2.5,43
7,5.0,45
7,5.0,48
7,4.0,100
7,3.5,232
7,2.0,254
7,4.0,266
7,5.0,284
7,4.0,321
7,4.5,406
7,3.5,466
7,2.0,470
7,5.0,472
7,5.0,487
7,4.0,522
7,4.5,525
7,4.0,550
7,3.5,661
7,5.0,695
7,3.5,953
7,4.0,954
7,4.0,955
7,4.0,966
7,4.0,975
7,4.0,981
7,4.0,1012
7,4.0,1013
7,3.0,1019
7,4.0,1024
7,4.0,1045
7,3.5,1055
7,0.5,1102
7,4.0,1125
7,3.0,1131
7,4.0,1209
7,3.0,1239
7,3.5,1288
7,5.0,1294
7,4.0,1331
7,4.0,1352
7,3.0,1379
7,5.0,1390
7,3.5,1449
7,5.0,1523
7,4.0,1590
7,3.0,1660
7,3.0,1697
7,4.5,1744
7,4.5,1821
7,4.0,1839
7,5.0,1843
7,3.5,1864
7,3.5,1933
7,5.0,2004
7,5.0,2062
7,3.5,2173
7,4.5,2212
7,2.5,2218
7,4.5,2235
7,3.5,2241
7,3.5,2248
7,3.0,2273
7,4.5,2288
7,5.0,2340
7,4.0,2374
7,4.5,2531
7,5.0,2860
7,3.5,3127
7,4.0,3156
7,4.0,3199
7,4.5,3213
7,3.5,3220
7,4.5,3233
7,5.0,3367
7,4.0,3387
7,2.5,3512
